chromosome,source,feature,start,end,score,strand,frame,attributes,line_number,gene_id
LR134336.1,EMBL,gene,132789,132861,,+,,ID=gene-NCTC11427_00130;Name=NCTC11427_00130;gbkey=Gene;gene_biotype=tRNA;locus_tag=NCTC11427_00130,271,gene-NCTC11427_00130
LR134336.1,EMBL,gene,133098,134635,,+,,ID=gene-NCTC11427_00131;Name=NCTC11427_00131;gbkey=Gene;gene_biotype=rRNA;locus_tag=NCTC11427_00131,274,gene-NCTC11427_00131
LR134336.1,EMBL,gene,134690,134765,,+,,ID=gene-NCTC11427_00132;Name=NCTC11427_00132;gbkey=Gene;gene_biotype=tRNA;locus_tag=NCTC11427_00132,277,gene-NCTC11427_00132
LR134336.1,EMBL,gene,134888,137789,,+,,ID=gene-NCTC11427_00133;Name=NCTC11427_00133;gbkey=Gene;gene_biotype=rRNA;locus_tag=NCTC11427_00133,280,gene-NCTC11427_00133
LR134336.1,EMBL,gene,137869,137983,,+,,ID=gene-NCTC11427_00134;Name=NCTC11427_00134;gbkey=Gene;gene_biotype=rRNA;locus_tag=NCTC11427_00134,283,gene-NCTC11427_00134
LR134336.1,EMBL,gene,137986,138059,,+,,ID=gene-NCTC11427_00135;Name=NCTC11427_00135;gbkey=Gene;gene_biotype=tRNA;locus_tag=NCTC11427_00135,286,gene-NCTC11427_00135
LR134336.1,EMBL,gene,138063,138136,,+,,ID=gene-NCTC11427_00136;Name=NCTC11427_00136;gbkey=Gene;gene_biotype=tRNA;locus_tag=NCTC11427_00136,289,gene-NCTC11427_00136
LR134336.1,EMBL,gene,138169,138245,,+,,ID=gene-NCTC11427_00137;Name=NCTC11427_00137;gbkey=Gene;gene_biotype=tRNA;locus_tag=NCTC11427_00137,292,gene-NCTC11427_00137
LR134336.1,EMBL,gene,138254,138328,,+,,ID=gene-NCTC11427_00138;Name=NCTC11427_00138;gbkey=Gene;gene_biotype=tRNA;locus_tag=NCTC11427_00138,295,gene-NCTC11427_00138
LR134336.1,EMBL,gene,138333,138423,,+,,ID=gene-NCTC11427_00139;Name=NCTC11427_00139;gbkey=Gene;gene_biotype=tRNA;locus_tag=NCTC11427_00139,298,gene-NCTC11427_00139
LR134336.1,EMBL,gene,138434,138508,,+,,ID=gene-NCTC11427_00140;Name=NCTC11427_00140;gbkey=Gene;gene_biotype=tRNA;locus_tag=NCTC11427_00140,301,gene-NCTC11427_00140
LR134336.1,EMBL,gene,138510,138585,,+,,ID=gene-NCTC11427_00141;Name=NCTC11427_00141;gbkey=Gene;gene_biotype=tRNA;locus_tag=NCTC11427_00141,304,gene-NCTC11427_00141
LR134336.1,EMBL,gene,138600,138683,,+,,ID=gene-NCTC11427_00142;Name=NCTC11427_00142;gbkey=Gene;gene_biotype=tRNA;locus_tag=NCTC11427_00142,307,gene-NCTC11427_00142
LR134336.1,EMBL,gene,138692,138765,,+,,ID=gene-NCTC11427_00143;Name=NCTC11427_00143;gbkey=Gene;gene_biotype=tRNA;locus_tag=NCTC11427_00143,310,gene-NCTC11427_00143
LR134336.1,EMBL,gene,138777,138852,,+,,ID=gene-NCTC11427_00144;Name=NCTC11427_00144;gbkey=Gene;gene_biotype=tRNA;locus_tag=NCTC11427_00144,313,gene-NCTC11427_00144
LR134336.1,EMBL,gene,138863,138937,,+,,ID=gene-NCTC11427_00145;Name=NCTC11427_00145;gbkey=Gene;gene_biotype=tRNA;locus_tag=NCTC11427_00145,316,gene-NCTC11427_00145
LR134336.1,EMBL,gene,138944,139030,,+,,ID=gene-NCTC11427_00146;Name=NCTC11427_00146;gbkey=Gene;gene_biotype=tRNA;locus_tag=NCTC11427_00146,319,gene-NCTC11427_00146
LR134336.1,EMBL,gene,139213,140491,,+,,ID=gene-NCTC11427_00147;Name=NCTC11427_00147;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00147,322,gene-NCTC11427_00147
LR134336.1,EMBL,gene,140566,142051,,+,,ID=gene-NCTC11427_00148;Name=thrC;gbkey=Gene;gene=thrC;gene_biotype=protein_coding;locus_tag=NCTC11427_00148,324,gene-NCTC11427_00148
LR134336.1,EMBL,gene,142111,143392,,+,,ID=gene-NCTC11427_00149;Name=mepA;gbkey=Gene;gene=mepA;gene_biotype=protein_coding;locus_tag=NCTC11427_00149,326,gene-NCTC11427_00149
LR134336.1,EMBL,gene,143395,144016,,+,,ID=gene-NCTC11427_00150;Name=NCTC11427_00150;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00150,328,gene-NCTC11427_00150
LR134336.1,EMBL,gene,144181,145393,,+,,ID=gene-NCTC11427_00151;Name=NCTC11427_00151;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00151,330,gene-NCTC11427_00151
LR134336.1,EMBL,gene,145533,146403,,+,,ID=gene-NCTC11427_00152;Name=NCTC11427_00152;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00152,332,gene-NCTC11427_00152
LR134336.1,EMBL,gene,146544,147402,,-,,ID=gene-NCTC11427_00153;Name=NCTC11427_00153;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00153,334,gene-NCTC11427_00153
LR134336.1,EMBL,gene,147518,148661,,+,,ID=gene-NCTC11427_00154;Name=tgt;gbkey=Gene;gene=tgt;gene_biotype=protein_coding;locus_tag=NCTC11427_00154,336,gene-NCTC11427_00154
LR134336.1,EMBL,gene,148794,150612,,+,,ID=gene-NCTC11427_00155;Name=oatA;gbkey=Gene;gene=oatA;gene_biotype=protein_coding;locus_tag=NCTC11427_00155,338,gene-NCTC11427_00155
LR134336.1,EMBL,gene,150752,151904,,+,,ID=gene-NCTC11427_00156;Name=nagA;gbkey=Gene;gene=nagA;gene_biotype=protein_coding;locus_tag=NCTC11427_00156,340,gene-NCTC11427_00156
LR134336.1,EMBL,gene,152061,152427,,+,,ID=gene-NCTC11427_00157;Name=NCTC11427_00157;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00157,342,gene-NCTC11427_00157
LR134336.1,EMBL,gene,152488,153430,,+,,ID=gene-NCTC11427_00158;Name=cglA;gbkey=Gene;gene=cglA;gene_biotype=protein_coding;locus_tag=NCTC11427_00158,344,gene-NCTC11427_00158
LR134336.1,EMBL,gene,153377,154394,,+,,ID=gene-NCTC11427_00159;Name=cglB;gbkey=Gene;gene=cglB;gene_biotype=protein_coding;locus_tag=NCTC11427_00159,346,gene-NCTC11427_00159
LR134336.1,EMBL,gene,154395,154719,,+,,ID=gene-NCTC11427_00160;Name=cglC;gbkey=Gene;gene=cglC;gene_biotype=protein_coding;locus_tag=NCTC11427_00160,348,gene-NCTC11427_00160
LR134336.1,EMBL,gene,154729,155116,,+,,ID=gene-NCTC11427_00161;Name=cglD;gbkey=Gene;gene=cglD;gene_biotype=protein_coding;locus_tag=NCTC11427_00161,350,gene-NCTC11427_00161
LR134336.1,EMBL,gene,155078,155381,,+,,ID=gene-NCTC11427_00162;Name=NCTC11427_00162;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00162,352,gene-NCTC11427_00162
LR134336.1,EMBL,gene,155343,155805,,+,,ID=gene-NCTC11427_00163;Name=comGF;gbkey=Gene;gene=comGF;gene_biotype=protein_coding;locus_tag=NCTC11427_00163,354,gene-NCTC11427_00163
LR134336.1,EMBL,gene,155782,156196,,+,,ID=gene-NCTC11427_00164;Name=NCTC11427_00164;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00164,356,gene-NCTC11427_00164
LR134336.1,EMBL,gene,156228,156816,,+,,ID=gene-NCTC11427_00165;Name=rebM_1;gbkey=Gene;gene=rebM_1;gene_biotype=protein_coding;locus_tag=NCTC11427_00165,358,gene-NCTC11427_00165
LR134336.1,EMBL,gene,156876,157830,,+,,ID=gene-NCTC11427_00166;Name=NCTC11427_00166;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00166,360,gene-NCTC11427_00166
LR134336.1,EMBL,gene,157881,159072,,+,,ID=gene-NCTC11427_00167;Name=ackA;gbkey=Gene;gene=ackA;gene_biotype=protein_coding;locus_tag=NCTC11427_00167,362,gene-NCTC11427_00167
LR134336.1,EMBL,gene,159221,159593,,+,,ID=gene-NCTC11427_00168;Name=rnpA;gbkey=Gene;gene=rnpA;gene_biotype=protein_coding;locus_tag=NCTC11427_00168,364,gene-NCTC11427_00168
LR134336.1,EMBL,gene,159561,160395,,+,,ID=gene-NCTC11427_00169;Name=oxaA1;gbkey=Gene;gene=oxaA1;gene_biotype=protein_coding;locus_tag=NCTC11427_00169,366,gene-NCTC11427_00169
LR134336.1,EMBL,gene,160409,161396,,+,,ID=gene-NCTC11427_00170;Name=jag;gbkey=Gene;gene=jag;gene_biotype=protein_coding;locus_tag=NCTC11427_00170,368,gene-NCTC11427_00170
LR134336.1,EMBL,gene,161451,162075,,+,,ID=gene-NCTC11427_00171;Name=NCTC11427_00171;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00171,370,gene-NCTC11427_00171
LR134336.1,EMBL,gene,162192,164169,,+,,ID=gene-NCTC11427_00172;Name=tkt2;gbkey=Gene;gene=tkt2;gene_biotype=protein_coding;locus_tag=NCTC11427_00172,372,gene-NCTC11427_00172
LR134336.1,EMBL,gene,164288,164618,,+,,ID=gene-NCTC11427_00173;Name=yajC;gbkey=Gene;gene=yajC;gene_biotype=protein_coding;locus_tag=NCTC11427_00173,374,gene-NCTC11427_00173
LR134336.1,EMBL,gene,164665,165109,,+,,ID=gene-NCTC11427_00174;Name=yfkJ;gbkey=Gene;gene=yfkJ;gene_biotype=protein_coding;locus_tag=NCTC11427_00174,376,gene-NCTC11427_00174
LR134336.1,EMBL,gene,165095,165509,,+,,ID=gene-NCTC11427_00175;Name=NCTC11427_00175;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00175,378,gene-NCTC11427_00175
LR134336.1,EMBL,gene,165804,168456,,+,,ID=gene-NCTC11427_00176;Name=adhE;gbkey=Gene;gene=adhE;gene_biotype=protein_coding;locus_tag=NCTC11427_00176,380,gene-NCTC11427_00176
LR134336.1,EMBL,gene,168775,169783,,+,,ID=gene-NCTC11427_00177;Name=gapA;gbkey=Gene;gene=gapA;gene_biotype=protein_coding;locus_tag=NCTC11427_00177,382,gene-NCTC11427_00177
LR134336.1,EMBL,gene,169850,170573,,-,,ID=gene-NCTC11427_00178;Name=rluA1;gbkey=Gene;gene=rluA1;gene_biotype=protein_coding;locus_tag=NCTC11427_00178,384,gene-NCTC11427_00178
LR134336.1,EMBL,gene,170812,173008,,+,,ID=gene-NCTC11427_00179;Name=pbp2a;gbkey=Gene;gene=pbp2a;gene_biotype=protein_coding;locus_tag=NCTC11427_00179,386,gene-NCTC11427_00179
LR134336.1,EMBL,gene,173222,173399,,+,,ID=gene-NCTC11427_00180;Name=secE;gbkey=Gene;gene=secE;gene_biotype=protein_coding;locus_tag=NCTC11427_00180,388,gene-NCTC11427_00180
LR134336.1,EMBL,gene,173457,173994,,+,,ID=gene-NCTC11427_00181;Name=nusG;gbkey=Gene;gene=nusG;gene_biotype=protein_coding;locus_tag=NCTC11427_00181,390,gene-NCTC11427_00181
LR134336.1,EMBL,gene,174114,174588,,+,,ID=gene-NCTC11427_00182;Name=comX2;gbkey=Gene;gene=comX2;gene_biotype=protein_coding;locus_tag=NCTC11427_00182,392,gene-NCTC11427_00182
LR134336.1,EMBL,gene,174652,174724,,+,,ID=gene-NCTC11427_00183;Name=NCTC11427_00183;gbkey=Gene;gene_biotype=tRNA;locus_tag=NCTC11427_00183,394,gene-NCTC11427_00183
LR134336.1,EMBL,gene,174961,176498,,+,,ID=gene-NCTC11427_00184;Name=NCTC11427_00184;gbkey=Gene;gene_biotype=rRNA;locus_tag=NCTC11427_00184,397,gene-NCTC11427_00184
LR134336.1,EMBL,gene,176553,176628,,+,,ID=gene-NCTC11427_00185;Name=NCTC11427_00185;gbkey=Gene;gene_biotype=tRNA;locus_tag=NCTC11427_00185,400,gene-NCTC11427_00185
LR134336.1,EMBL,gene,176751,179652,,+,,ID=gene-NCTC11427_00186;Name=NCTC11427_00186;gbkey=Gene;gene_biotype=rRNA;locus_tag=NCTC11427_00186,403,gene-NCTC11427_00186
LR134336.1,EMBL,gene,179732,179846,,+,,ID=gene-NCTC11427_00187;Name=NCTC11427_00187;gbkey=Gene;gene_biotype=rRNA;locus_tag=NCTC11427_00187,406,gene-NCTC11427_00187
LR134336.1,EMBL,gene,179849,179922,,+,,ID=gene-NCTC11427_00188;Name=NCTC11427_00188;gbkey=Gene;gene_biotype=tRNA;locus_tag=NCTC11427_00188,409,gene-NCTC11427_00188
LR134336.1,EMBL,gene,179924,179997,,+,,ID=gene-NCTC11427_00189;Name=NCTC11427_00189;gbkey=Gene;gene_biotype=tRNA;locus_tag=NCTC11427_00189,412,gene-NCTC11427_00189
LR134336.1,EMBL,gene,180021,180094,,+,,ID=gene-NCTC11427_00190;Name=NCTC11427_00190;gbkey=Gene;gene_biotype=tRNA;locus_tag=NCTC11427_00190,415,gene-NCTC11427_00190
LR134336.1,EMBL,gene,180098,180182,,+,,ID=gene-NCTC11427_00191;Name=NCTC11427_00191;gbkey=Gene;gene_biotype=tRNA;locus_tag=NCTC11427_00191,418,gene-NCTC11427_00191
LR134336.1,EMBL,gene,180193,180266,,+,,ID=gene-NCTC11427_00192;Name=NCTC11427_00192;gbkey=Gene;gene_biotype=tRNA;locus_tag=NCTC11427_00192,421,gene-NCTC11427_00192
LR134336.1,EMBL,gene,180293,180365,,+,,ID=gene-NCTC11427_00193;Name=NCTC11427_00193;gbkey=Gene;gene_biotype=tRNA;locus_tag=NCTC11427_00193,424,gene-NCTC11427_00193
LR134336.1,EMBL,gene,180372,180458,,+,,ID=gene-NCTC11427_00194;Name=NCTC11427_00194;gbkey=Gene;gene_biotype=tRNA;locus_tag=NCTC11427_00194,427,gene-NCTC11427_00194
LR134336.1,EMBL,gene,180469,180543,,+,,ID=gene-NCTC11427_00195;Name=NCTC11427_00195;gbkey=Gene;gene_biotype=tRNA;locus_tag=NCTC11427_00195,430,gene-NCTC11427_00195
LR134336.1,EMBL,gene,180559,180633,,+,,ID=gene-NCTC11427_00196;Name=NCTC11427_00196;gbkey=Gene;gene_biotype=tRNA;locus_tag=NCTC11427_00196,433,gene-NCTC11427_00196
LR134336.1,EMBL,gene,180808,185200,,+,,ID=gene-NCTC11427_00197;Name=polC_1;gbkey=Gene;gene=polC_1;gene_biotype=protein_coding;locus_tag=NCTC11427_00197,436,gene-NCTC11427_00197
LR134336.1,EMBL,gene,185223,185376,,+,,ID=gene-NCTC11427_00198;Name=polC_2;gbkey=Gene;gene=polC_2;gene_biotype=protein_coding;locus_tag=NCTC11427_00198,438,gene-NCTC11427_00198
LR134336.1,EMBL,gene,185391,186633,,+,,ID=gene-NCTC11427_00199;Name=pepS;gbkey=Gene;gene=pepS;gene_biotype=protein_coding;locus_tag=NCTC11427_00199,440,gene-NCTC11427_00199
LR134336.1,EMBL,gene,186642,186873,,+,,ID=gene-NCTC11427_00200;Name=NCTC11427_00200;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00200,442,gene-NCTC11427_00200
LR134336.1,EMBL,gene,186946,187669,,+,,ID=gene-NCTC11427_00201;Name=rsuA1;gbkey=Gene;gene=rsuA1;gene_biotype=protein_coding;locus_tag=NCTC11427_00201,444,gene-NCTC11427_00201
LR134336.1,EMBL,gene,187778,189113,,+,,ID=gene-NCTC11427_00202;Name=pepC;gbkey=Gene;gene=pepC;gene_biotype=protein_coding;locus_tag=NCTC11427_00202,446,gene-NCTC11427_00202
LR134336.1,EMBL,gene,189282,191511,,+,,ID=gene-NCTC11427_00203;Name=ctpF;gbkey=Gene;gene=ctpF;gene_biotype=protein_coding;locus_tag=NCTC11427_00203,448,gene-NCTC11427_00203
LR134336.1,EMBL,gene,191574,192486,,-,,ID=gene-NCTC11427_00204;Name=manN;gbkey=Gene;gene=manN;gene_biotype=protein_coding;locus_tag=NCTC11427_00204,450,gene-NCTC11427_00204
LR134336.1,EMBL,gene,192500,193313,,-,,ID=gene-NCTC11427_00205;Name=manM;gbkey=Gene;gene=manM;gene_biotype=protein_coding;locus_tag=NCTC11427_00205,452,gene-NCTC11427_00205
LR134336.1,EMBL,gene,193388,194378,,-,,ID=gene-NCTC11427_00206;Name=manX;gbkey=Gene;gene=manX;gene_biotype=protein_coding;locus_tag=NCTC11427_00206,454,gene-NCTC11427_00206
LR134336.1,EMBL,gene,194661,195474,,-,,ID=gene-NCTC11427_00207;Name=yidA_1;gbkey=Gene;gene=yidA_1;gene_biotype=protein_coding;locus_tag=NCTC11427_00207,456,gene-NCTC11427_00207
LR134336.1,EMBL,gene,195661,197080,,+,,ID=gene-NCTC11427_00208;Name=yicO;gbkey=Gene;gene=yicO;gene_biotype=protein_coding;locus_tag=NCTC11427_00208,458,gene-NCTC11427_00208
LR134336.1,EMBL,gene,197133,197841,,+,,ID=gene-NCTC11427_00209;Name=NCTC11427_00209;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00209,460,gene-NCTC11427_00209
LR134336.1,EMBL,gene,197944,198889,,+,,ID=gene-NCTC11427_00210;Name=folP;gbkey=Gene;gene=folP;gene_biotype=protein_coding;locus_tag=NCTC11427_00210,462,gene-NCTC11427_00210
LR134336.1,EMBL,gene,198890,200213,,+,,ID=gene-NCTC11427_00211;Name=folC;gbkey=Gene;gene=folC;gene_biotype=protein_coding;locus_tag=NCTC11427_00211,464,gene-NCTC11427_00211
LR134336.1,EMBL,gene,200193,200748,,+,,ID=gene-NCTC11427_00212;Name=sulC;gbkey=Gene;gene=sulC;gene_biotype=protein_coding;locus_tag=NCTC11427_00212,466,gene-NCTC11427_00212
LR134336.1,EMBL,gene,200906,201728,,+,,ID=gene-NCTC11427_00213;Name=sulD;gbkey=Gene;gene=sulD;gene_biotype=protein_coding;locus_tag=NCTC11427_00213,468,gene-NCTC11427_00213
LR134336.1,EMBL,gene,201720,203004,,+,,ID=gene-NCTC11427_00214;Name=NCTC11427_00214;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00214,470,gene-NCTC11427_00214
LR134336.1,EMBL,gene,203054,203372,,-,,ID=gene-NCTC11427_00215;Name=NCTC11427_00215;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00215,472,gene-NCTC11427_00215
LR134336.1,EMBL,gene,203576,204587,,+,,ID=gene-NCTC11427_00216;Name=ccpA;gbkey=Gene;gene=ccpA;gene_biotype=protein_coding;locus_tag=NCTC11427_00216,474,gene-NCTC11427_00216
LR134336.1,EMBL,gene,204639,205602,,-,,ID=gene-NCTC11427_00217;Name=ansB;gbkey=Gene;gene=ansB;gene_biotype=protein_coding;locus_tag=NCTC11427_00217,476,gene-NCTC11427_00217
LR134336.1,EMBL,gene,205667,207059,,+,,ID=gene-NCTC11427_00218;Name=NCTC11427_00218;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00218,478,gene-NCTC11427_00218
LR134336.1,EMBL,gene,208259,208353,,-,,ID=gene-NCTC11427_00219;Name=NCTC11427_00219;gbkey=Gene;gene_biotype=tRNA;locus_tag=NCTC11427_00219,480,gene-NCTC11427_00219
LR134336.1,EMBL,gene,209658,210111,,-,,ID=gene-NCTC11427_00220;Name=NCTC11427_00220;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00220,483,gene-NCTC11427_00220
LR134336.1,EMBL,gene,210278,210578,,+,,ID=gene-NCTC11427_00221;Name=NCTC11427_00221;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00221,485,gene-NCTC11427_00221
LR134336.1,EMBL,gene,210721,211936,,+,,ID=gene-NCTC11427_00222;Name=aspC;gbkey=Gene;gene=aspC;gene_biotype=protein_coding;locus_tag=NCTC11427_00222,487,gene-NCTC11427_00222
LR134336.1,EMBL,gene,212080,212215,,+,,ID=gene-NCTC11427_00223;Name=rpmH;gbkey=Gene;gene=rpmH;gene_biotype=protein_coding;locus_tag=NCTC11427_00223,489,gene-NCTC11427_00223
LR134336.1,EMBL,gene,212397,214242,,-,,ID=gene-NCTC11427_00224;Name=plaP;gbkey=Gene;gene=plaP;gene_biotype=protein_coding;locus_tag=NCTC11427_00224,491,gene-NCTC11427_00224
LR134336.1,EMBL,gene,214393,215161,,+,,ID=gene-NCTC11427_00225;Name=ycfH;gbkey=Gene;gene=ycfH;gene_biotype=protein_coding;locus_tag=NCTC11427_00225,493,gene-NCTC11427_00225
LR134336.1,EMBL,gene,215132,215738,,+,,ID=gene-NCTC11427_00226;Name=NCTC11427_00226;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00226,495,gene-NCTC11427_00226
LR134336.1,EMBL,gene,215742,216309,,+,,ID=gene-NCTC11427_00227;Name=NCTC11427_00227;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00227,497,gene-NCTC11427_00227
LR134336.1,EMBL,gene,216320,217175,,+,,ID=gene-NCTC11427_00228;Name=fabG_1;gbkey=Gene;gene=fabG_1;gene_biotype=protein_coding;locus_tag=NCTC11427_00228,499,gene-NCTC11427_00228
LR134336.1,EMBL,gene,217368,217704,,+,,ID=gene-NCTC11427_00229;Name=NCTC11427_00229;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00229,501,gene-NCTC11427_00229
LR134336.1,EMBL,gene,217700,218573,,+,,ID=gene-NCTC11427_00230;Name=ksgA;gbkey=Gene;gene=ksgA;gene_biotype=protein_coding;locus_tag=NCTC11427_00230,503,gene-NCTC11427_00230
LR134336.1,EMBL,gene,218574,219453,,+,,ID=gene-NCTC11427_00231;Name=rsgA;gbkey=Gene;gene=rsgA;gene_biotype=protein_coding;locus_tag=NCTC11427_00231,505,gene-NCTC11427_00231
LR134336.1,EMBL,gene,219463,220120,,+,,ID=gene-NCTC11427_00232;Name=rpe;gbkey=Gene;gene=rpe;gene_biotype=protein_coding;locus_tag=NCTC11427_00232,507,gene-NCTC11427_00232
LR134336.1,EMBL,gene,220082,220745,,+,,ID=gene-NCTC11427_00233;Name=thiN;gbkey=Gene;gene=thiN;gene_biotype=protein_coding;locus_tag=NCTC11427_00233,509,gene-NCTC11427_00233
LR134336.1,EMBL,gene,220746,222003,,+,,ID=gene-NCTC11427_00234;Name=NCTC11427_00234;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00234,511,gene-NCTC11427_00234
LR134336.1,EMBL,gene,221992,222934,,+,,ID=gene-NCTC11427_00235;Name=cbf1;gbkey=Gene;gene=cbf1;gene_biotype=protein_coding;locus_tag=NCTC11427_00235,513,gene-NCTC11427_00235
LR134336.1,EMBL,gene,223062,223866,,+,,ID=gene-NCTC11427_00236;Name=purR;gbkey=Gene;gene=purR;gene_biotype=protein_coding;locus_tag=NCTC11427_00236,515,gene-NCTC11427_00236
LR134336.1,EMBL,gene,223932,225189,,+,,ID=gene-NCTC11427_00237;Name=lysA_1;gbkey=Gene;gene=lysA_1;gene_biotype=protein_coding;locus_tag=NCTC11427_00237,517,gene-NCTC11427_00237
LR134336.1,EMBL,gene,225310,226105,,+,,ID=gene-NCTC11427_00238;Name=act;gbkey=Gene;gene=act;gene_biotype=protein_coding;locus_tag=NCTC11427_00238,519,gene-NCTC11427_00238
LR134336.1,EMBL,gene,226176,227115,,-,,ID=gene-NCTC11427_00239;Name=oxaA2;gbkey=Gene;gene=oxaA2;gene_biotype=protein_coding;locus_tag=NCTC11427_00239,521,gene-NCTC11427_00239
LR134336.1,EMBL,gene,227183,227462,,-,,ID=gene-NCTC11427_00240;Name=acyP;gbkey=Gene;gene=acyP;gene_biotype=protein_coding;locus_tag=NCTC11427_00240,523,gene-NCTC11427_00240
LR134336.1,EMBL,gene,227495,228236,,+,,ID=gene-NCTC11427_00241;Name=NCTC11427_00241;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00241,525,gene-NCTC11427_00241
LR134336.1,EMBL,gene,228290,228974,,+,,ID=gene-NCTC11427_00242;Name=ybhL;gbkey=Gene;gene=ybhL;gene_biotype=protein_coding;locus_tag=NCTC11427_00242,527,gene-NCTC11427_00242
LR134336.1,EMBL,gene,229083,230076,,+,,ID=gene-NCTC11427_00243;Name=asnA;gbkey=Gene;gene=asnA;gene_biotype=protein_coding;locus_tag=NCTC11427_00243,529,gene-NCTC11427_00243
LR134336.1,EMBL,gene,230140,230680,,+,,ID=gene-NCTC11427_00244;Name=rsmD;gbkey=Gene;gene=rsmD;gene_biotype=protein_coding;locus_tag=NCTC11427_00244,531,gene-NCTC11427_00244
LR134336.1,EMBL,gene,230669,231158,,+,,ID=gene-NCTC11427_00245;Name=coaD;gbkey=Gene;gene=coaD;gene_biotype=protein_coding;locus_tag=NCTC11427_00245,533,gene-NCTC11427_00245
LR134336.1,EMBL,gene,231141,232179,,+,,ID=gene-NCTC11427_00246;Name=ylbL;gbkey=Gene;gene=ylbL;gene_biotype=protein_coding;locus_tag=NCTC11427_00246,535,gene-NCTC11427_00246
LR134336.1,EMBL,gene,232488,233772,,+,,ID=gene-NCTC11427_00247;Name=murA1;gbkey=Gene;gene=murA1;gene_biotype=protein_coding;locus_tag=NCTC11427_00247,537,gene-NCTC11427_00247
LR134336.1,EMBL,gene,233758,233953,,+,,ID=gene-NCTC11427_00248;Name=epuA;gbkey=Gene;gene=epuA;gene_biotype=protein_coding;locus_tag=NCTC11427_00248,539,gene-NCTC11427_00248
LR134336.1,EMBL,gene,233993,234818,,+,,ID=gene-NCTC11427_00249;Name=endA;gbkey=Gene;gene=endA;gene_biotype=protein_coding;locus_tag=NCTC11427_00249,541,gene-NCTC11427_00249
LR134336.1,EMBL,gene,234953,236285,,+,,ID=gene-NCTC11427_00250;Name=tlyC;gbkey=Gene;gene=tlyC;gene_biotype=protein_coding;locus_tag=NCTC11427_00250,543,gene-NCTC11427_00250
LR134336.1,EMBL,gene,236417,236490,,-,,ID=gene-NCTC11427_00251;Name=NCTC11427_00251;gbkey=Gene;gene_biotype=tRNA;locus_tag=NCTC11427_00251,545,gene-NCTC11427_00251
LR134336.1,EMBL,gene,236787,238767,,+,,ID=gene-NCTC11427_00252;Name=amiA;gbkey=Gene;gene=amiA;gene_biotype=protein_coding;locus_tag=NCTC11427_00252,548,gene-NCTC11427_00252
LR134336.1,EMBL,gene,238833,240330,,+,,ID=gene-NCTC11427_00253;Name=amiC;gbkey=Gene;gene=amiC;gene_biotype=protein_coding;locus_tag=NCTC11427_00253,550,gene-NCTC11427_00253
LR134336.1,EMBL,gene,240329,241256,,+,,ID=gene-NCTC11427_00254;Name=amiD;gbkey=Gene;gene=amiD;gene_biotype=protein_coding;locus_tag=NCTC11427_00254,552,gene-NCTC11427_00254
LR134336.1,EMBL,gene,241264,242332,,+,,ID=gene-NCTC11427_00255;Name=amiE;gbkey=Gene;gene=amiE;gene_biotype=protein_coding;locus_tag=NCTC11427_00255,554,gene-NCTC11427_00255
LR134336.1,EMBL,gene,242342,243272,,+,,ID=gene-NCTC11427_00256;Name=amiF;gbkey=Gene;gene=amiF;gene_biotype=protein_coding;locus_tag=NCTC11427_00256,556,gene-NCTC11427_00256
LR134336.1,EMBL,gene,243360,244800,,-,,ID=gene-NCTC11427_00257;Name=trkG2;gbkey=Gene;gene=trkG2;gene_biotype=protein_coding;locus_tag=NCTC11427_00257,558,gene-NCTC11427_00257
LR134336.1,EMBL,gene,244803,246153,,-,,ID=gene-NCTC11427_00258;Name=trkA2;gbkey=Gene;gene=trkA2;gene_biotype=protein_coding;locus_tag=NCTC11427_00258,560,gene-NCTC11427_00258
